PMID,extracted_sentence,Label
29986767,"The most striking differences can be found in <piRNA>piRNAs</piRNA>/<piRNA>piRNA</piRNA>-like molecules, with SINE- and LINE-derived <piRNA>piRNAs</piRNA> highly downregulated in a <disease>disease</disease> specific manner.",positive
33791297,PIWI-interacting small non-coding RNAs (<piRNA>piRNAs</piRNA>) have been recently recognized to be relevant to <disease>cancer disease</disease> biology.,positive
33791297,"Herein, upregulation of <piRNA>piR-823</piRNA> was identified in tested luminal <disease> breast cancer disease</disease> cells, especially in the luminal subtype of breast CSCs.",positive
33791297,Enforced expression or targeted knockdown of <piRNA>piR-823</piRNA> demonstrated its oncogenic function in regulating cell proliferation and colony formation in <disease>MCF-7 breast cancer disease</disease> cells.,positive
33791297,Enforced expression or targeted knockdown of <piRNA>piR-823</piRNA> demonstrated its oncogenic function in regulating cell proliferation and colony formation in MCF-7 and  <disease> T-47D breast cancer disease</disease> cells.,positive
33791297,"<piRNA>piR-823</piRNA> increased the expression of DNMTs, promoted DNA methylation of gene adenomatous polyposis coli (APC), thereby activating Wnt signaling and inducing <disease>cancer disease </disease>  cell stemness in the luminal subtype of breast cancer  disease cells.",positive
33791297,"<piRNA>piR-823</piRNA> increased the expression of DNMTs, promoted DNA methylation of gene adenomatous polyposis coli (APC), thereby activating Wnt signaling and inducing <disease>cancer disease</disease> cell stemness in the luminal subtype of <disease> breast cancer disease</disease> cells.",positive
30303955,"Thus, our data shed more light on the evolution of the <piRNA>piRNA</piRNA> pathway and provide a framework for the development of new control strategies for Chagas <disease>disease</disease> insect vectors.",Negative
35764241,"<piRNA>piR-31</piRNA>,143 has been identified as a potential biomarker for the diagnosis of  <disease> colorectal cancer disease</disease> (CRC).",positive
35764241,STATEMENT OF SIGNIFICANCE: The clinical translation of <piRNA>piRNAs</piRNA> for <disease>cancer disease</disease> diagnosis is hindered by efficacy of detection techniques due to tedious sample processing and costly instrumentation.,positive
32712234,"In this review, we have summarized the oncogenic or tumor-suppressive roles and the regulatory mechanisms of lncRNAs, miRNAs, circRNAs and <piRNA>piRNAs</piRNA>, and have discussed their potential as biomarkers or therapeutic targets in <disease> gastric cancer disease</disease>.",positive
34093557,"In this review, we summarize the latest reports on ncRNAs (microRNAs, <piRNA>piRNAs</piRNA>, circRNAs and lncRNAs) that regulate the host response against Mycobacterium <disease>tuberculosis</disease> infection.",positive
33921704,"We determined <piRNA>piR-823</piRNA> expression levels in 84 serum samples of CRC patients, 75 serum samples of healthy controls, and biological specimens obtained from the 84 patients with colorectal <disease>cancer</<disease>disease</disease>> from both the tumor tissues and the normal neighboring tissues using quantitative real-time reverse transcriptase-PCR.",Negative
33921704,"<piRNA>piR-823</piRNA> expression is upregulated in <disease> colorectal cancer disease</disease> patients' serum and tissues, and it can be used as a diagnostic noninvasive biomarker for CRC.",positive
28449079,"In this review, focusing our attention on recent research results, we provide an overview of the four large classes of small non-coding RNAs, namely, miRNAs, <piRNA>piRNAs</piRNA>, snoRNA and the new class of tRNA-derived fragments, highlighting their fundamental role in <disease>cancer disease</disease> and their potential as diagnostic and prognostic biomarkers.",positive
37568728,Aberrant expressions of <piRNA>piRNAs</piRNA> and PIWI proteins have been associated with tumorigenesis and <disease>cancer disease</disease> progression.,positive
34741552,"<piRNA>piRNAs</piRNA>, a non-coding RNAs with 26-32Â nt, have been regarded as promising biomarkers for <disease>cancer disease</disease> diagnosis and fish diseases.",positive
36324572,"Emerging evidence suggests that <piRNA>PIWI-interacting RNAs</piRNA> (<piRNA>piRNAs</piRNA>) are aberrantly expressed in various human cancers, including<disease> lung cancer disease</disease>.",positive
36324572,"Despite of the poorly understood mechanism, <piRNA>piRNAs</piRNA> may work as carcinogenic roles or tumor suppressors by engaging in a variety of <disease>cancer disease</disease>-associated signaling pathways.",positive
32596991,<piRNA>piRNA-823</piRNA> as a member of the <piRNA>piRNA</piRNA> family is reported to promote tumour cell proliferation in multiple myeloma and hepatocellular <disease>cancer disease</disease>,positive
32596991,"However, few studies on the function of <piRNA>piRNA-823</piRNA> in colorectal <disease>cancer</<disease>disease</disease>> (CRC).",Negative
33229192,"Previous studies have elucidated that the <piRNA>piRNA</piRNA> is closely closely related to the maturation of the sperms or the oocytes, even the progression of  <disease>lung cancer disease</disease>.",positive
33624590,OBJECTIVE: To investigate the role of the differential <piRNA>piRNA</piRNA> NU13 derived from piwil2-induced <disease>cancer disease</disease> stem-like cells (piwil2-iCSCs) in regulating biological behaviors of Wilms tumor cells (G401).,positive
32294932,"In addition, 108 miRNAs, 88 small nucleolar RNAs, 13 <piRNA>piwi-interacting RNAs</piRNA>, 6 transfer RNAs, 4 ribosomal RNAs, 19 small nuclear RNAs, and 25 long-noncoding (lnc) RNAs displayed a significantly different level in bronchial epitheliums of sputum of <disease>lung cancer disease</disease> patients versus cancer disease -free smokers (all <0.",positive
32294932,"In addition, 108 miRNAs, 88 small nucleolar RNAs, 13 <piRNA>piwi-interacting RNAs</piRNA>, 6 transfer RNAs, 4 ribosomal RNAs, 19 small nuclear RNAs, and 25 long-noncoding (lnc) RNAs displayed a significantly different level in bronchial epitheliums of sputum of  lung cancer disease patients versus <disease>cancer disease</disease>-free smokers (all <0.",positive
34677714,"Circulating non-coding RNAs, which include microRNAs, long non-coding RNAs, and <piRNA>PIWI-interacting RNAs</piRNA>, are increasingly being recognized as potential <disease>cancer disease</disease> biomarkers.",positive
32724108,"In addition to new findings on leprosy physiopathology, the discovery of relevant <piRNA>piRNAs</piRNA> involved in <disease>disease</disease> processes in human skin may provide new clues for therapeutic targets, specifically to control nerve damage, a prominent feature of leprosy that has no currently available pharmaceutical treatment.",positive
30979371,"CONCLUSION: Altogether, these data established a cellular, molecular, and clinical network among G-MDSCs, <piRNA>piRNA-823</piRNA>, DNA methylation and CSCs core genes, suggesting a new anti-<disease>cancer disease</disease> strategy targeting both G-MDSCs and CSCs in MM microenvironment.",positive
28653810,"Accumulating evidence indicates that a small RNA-based gene regulatory machinery, the Piwi-<piRNA>piRNA</piRNA> pathway, represents a shared feature of nonaging (potentially immortal) biological systems, including the germline, somatic <disease>cancer disease</disease> stem cells, and certain 'lower' eukaryotic organisms like the planarian flatworm and freshwater hydra.",positive
35332394,"Noncoding RNAs such as miRNAs, tsRNAs, <piRNA>piRNAs</piRNA>, lncRNAs, pseudogenes, and circRNAs have emerged as promising prognostic and diagnostic biomarkers in preclinical studies of <disease>cancer disease</disease>.",positive
33802524,", microRNAs (miRs), P-Element induced wimpy testis interacting (PIWI) RNAs (<piRNA>piRNAs</piRNA>), and tRNA-derived small RNAs in gynecological malignancies, specifically focusing on ovarian, endometrial, and  <disease>cervical cancer disease</disease>.",positive
33802524,", microRNAs (miRs), P-Element induced wimpy testis interacting (PIWI) RNAs (<piRNA>piRNAs</piRNA>), and tRNA-derived small RNAs in gynecological malignancies, specifically focusing on ovarian, , and cervical <disease>endometrial cancer disease</disease>.",positive
33802524,", microRNAs (miRs), P-Element induced wimpy testis interacting (PIWI) RNAs (<piRNA>piRNAs</piRNA>), and tRNA-derived small RNAs in gynecological malignancies, specifically focusing on , endometrial, and cervical <ovarian disease>cancer disease</disease>.",positive
35437787,"<piRNA>PIWI-interacting RNAs</piRNA>, small interfering RNAs, and short-hairpin RNAs are other members of ncRNAs regulating PTX sensitivity of <disease>cancer disease</disease> cells.",positive
